id,date,confirmed,deaths,recovered,tests,vaccines,people_vaccinated,people_fully_vaccinated,hosp,icu,vent,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,elderly_people_protection,government_response_index,stringency_index,containment_health_index,economic_support_index,administrative_area_level,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,latitude,longitude,population,iso_alpha_3,iso_alpha_2,iso_numeric,iso_currency,key_local,key_google_mobility,key_apple_mobility,key_jhu_csse,key_nuts,key_gadm
a1c47dbf,2020-02-09,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-10,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-11,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-12,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-13,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-14,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-15,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-16,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-17,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-18,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-19,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-20,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-21,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-22,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-23,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-24,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-25,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-26,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-27,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-28,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-02-29,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-01,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-9.9,-8.33,-11.31,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-02,1,0,,,,,,,,,0,0,0,0,0,0,0,3,1,1,1,0,0,0,-13.02,-13.89,-14.88,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-03,1,0,,,,,,,,,0,0,0,0,0,0,0,3,1,1,1,0,0,0,-13.02,-13.89,-14.88,0,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-04,7,0,,,,,,,,,0,0,0,0,0,0,0,3,1,1,1,0,0,0,-16.15,-13.89,-14.88,-25,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-05,11,0,,,,,,,,,0,0,0,0,0,0,0,3,1,1,1,0,0,0,-17.71,-13.89,-14.88,-37.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-06,13,0,,,,,,,,,0,0,0,0,0,0,0,3,1,1,1,0,0,0,-17.71,-13.89,-14.88,-37.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-07,14,0,,,,,,,,,1,0,1,0,0,0,0,3,1,1,1,0,0,0,-22.92,-23.15,-20.83,-37.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-08,14,0,,,,,,,,,1,0,1,0,0,0,0,3,1,1,1,0,0,0,-22.92,-23.15,-20.83,-37.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-09,19,0,,,,,,,,,1,0,1,0,0,0,0,3,1,1,1,0,0,0,-22.92,-23.15,-20.83,-37.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-10,20,0,,,,,,,,,1,0,1,0,0,0,0,3,1,1,1,0,0,0,-22.92,-23.15,-20.83,-37.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-11,28,1,,,,,,,,,1,0,2,2,0,1,0,3,1,1,1,0,0,0,-31.25,-37.96,-30.36,-37.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-12,32,1,,,,,,,,,1,1,2,2,0,1,0,3,1,1,1,0,0,-3,-38.54,-41.67,-38.69,-37.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-13,40,1,,,,,,,,,-2,1,2,2,0,1,0,3,1,1,1,0,0,-3,-39.58,-43.52,-39.88,-37.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-14,53,1,,,,,,,,,-2,1,2,2,0,1,0,3,1,1,1,0,0,-3,-39.58,-43.52,-39.88,-37.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-15,69,1,,,,,,,,,-2,1,2,2,0,1,0,3,1,1,1,0,0,-3,-39.58,-43.52,-39.88,-37.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-16,94,1,,,,,,,,,-2,1,2,4,0,1,1,3,2,1,1,0,0,-3,-48.96,-60.19,-50.6,-37.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-17,144,1,,,,,,,,,3,-3,2,4,0,-2,1,3,2,1,1,0,0,3,-60.42,-73.15,-60.12,-62.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-18,190,1,,,,,,,,,3,-3,2,4,0,-2,1,3,2,1,1,0,0,3,-60.42,-73.15,-60.12,-62.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-19,231,2,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,0,0,3,-65.62,-82.41,-66.07,-62.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-20,292,2,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,0,0,3,-65.62,-82.41,-66.07,-62.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-21,351,4,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,0,0,3,-65.62,-82.41,-66.07,-62.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-22,421,5,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,0,0,3,-65.62,-82.41,-66.07,-62.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-23,536,7,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,0,0,3,-65.62,-82.41,-66.07,-62.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-24,662,11,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,0,0,3,-65.62,-82.41,-66.07,-62.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-25,799,13,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,0,0,3,-65.62,-82.41,-66.07,-62.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-26,1216,21,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,0,0,3,-65.62,-82.41,-66.07,-62.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-27,1465,27,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,0,0,3,-68.75,-82.41,-66.07,-87.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-28,1804,33,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,0,0,3,-68.75,-82.41,-66.07,-87.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-29,2136,37,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,0,0,3,-68.75,-82.41,-66.07,-87.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-30,2474,44,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,0,0,3,-68.75,-82.41,-66.07,-87.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-03-31,3011,54,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,0,0,3,-68.75,-82.41,-66.07,-87.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-04-01,3518,65,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,1,0,3,-70.31,-82.41,-67.86,-87.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-04-02,4045,78,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,1,0,3,-70.31,-82.41,-67.86,-87.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-04-03,4566,89,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,1,0,3,-70.31,-82.41,-67.86,-87.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-04-04,5277,117,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,-2,0,3,-71.09,-82.41,-68.75,-87.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-04-05,5940,132,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,-2,0,3,-71.09,-82.41,-68.75,-87.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-04-06,6360,147,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,-3,0,3,-72.66,-82.41,-70.54,-87.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-04-07,6910,169,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,-3,0,3,-72.66,-82.41,-70.54,-87.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-04-08,7530,198,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,-3,0,3,-72.66,-82.41,-70.54,-87.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-04-09,7955,223,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,-3,0,3,-72.66,-82.41,-70.54,-87.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-04-10,8430,241,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,-3,0,3,-72.66,-82.41,-70.54,-87.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
a1c47dbf,2020-04-11,8873,265,,,,,,,,,3,3,2,4,0,2,2,3,2,1,1,-3,0,3,-72.66,-82.41,-70.54,-87.5,3,United States,California,Los Angeles,34.2535686492921,-118.145206421379,10039107,USA,US,840,USD,06037,ChIJMc1kAdMq3YARKjm9z9YofYM,"Los Angeles County, California",US06037,,USA.5.19_1
